MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
                  R2021b (9.11.0.1769968) 64-bit (glnxa64)
                             September 17, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
[Warning: A task was unexpectedly found in state: Unavailable.] 
[> In parallel.cluster.Local/deriveJobStateFromTasks (line 29)
In parallel.cluster/Local/getJobState (line 174)
In parallel.cluster/CJSCluster/hGetJobState (line 375)
In parallel.internal.cluster/CJSJobMixin/hGetStateEnum (line 175)
In parallel/Job/get.StateEnum (line 247)
In parallel/Job/get.State (line 239)
In parallel.internal.customattr.CustomGetSet>iVectorisedGetHelper (line 128)
In parallel.internal.customattr.CustomGetSet>@(a,b,c)iVectorisedGetHelper(obj,a,b,c) (line 102)
In parallel.internal.customattr/CustomGetSet/doVectorisedGet (line 103)
In parallel.internal.customattr/CustomGetSet/hVectorisedGet (line 76)
In parallel.internal.customattr.GetSetImpl>iAccessProperties (line 322)
In parallel.internal.customattr.GetSetImpl>iGetAllPropertiesVec (line 264)
In parallel.internal.customattr/GetSetImpl/getImpl (line 133)
In parallel.internal.customattr.CustomGetSet>iHetFunGetFunction (line 154)
In parallel.internal.customattr.CustomGetSet>@(o)iHetFunGetFunction(o,props) (line 139)
In parallel.internal.cluster.hetfun (line 46)
In parallel.internal.customattr.CustomGetSet>iHetFunGetProperty (line 139)
In parallel.internal.customattr/CustomGetSet/get (line 38)
In parallel.internal.pool/AbstractInteractiveClient/pRemoveOldJobs (line 211)
In parallel.internal.pool/AbstractInteractiveClient/start (line 103)
In parallel.internal.pool.AbstractClusterPool>iStartClient (line 831)
In parallel.internal.pool/AbstractClusterPool/hBuildPool (line 585)
In parallel.internal.pool.doParpool (line 22)
In parpool (line 123)
In parallel.internal.parpool.getOrCreateCurrentPool (line 17)
In parallel.internal.pool/PoolArrayManager/getOrAutoCreateWithCleanup (line 44)
In pctTryCreatePoolIfNecessary (line 28)
In parallel_function (line 423)] 
Connected to the parallel pool (number of workers: 12).
jj1 = 30, max_th = -6.121728e-02, time=2025-04-10 19:57:02 
jj1 = 721, max_th = 1.884034e+00, time=2025-04-11 12:50:56 
jj1 = 653, max_th = 1.516412e+00, time=2025-04-11 12:50:59 
jj1 = 757, max_th = 2.444951e+00, time=2025-04-11 12:54:04 
jj1 = 593, max_th = 1.072099e+00, time=2025-04-11 12:56:58 
jj1 = 697, max_th = 1.872219e+00, time=2025-04-11 12:58:11 
jj1 = 531, max_th = 1.616313e+00, time=2025-04-11 12:58:40 
jj1 = 730, max_th = 1.307389e+00, time=2025-04-11 12:59:26 
jj1 = 618, max_th = 1.557753e+00, time=2025-04-11 13:01:00 
jj1 = 652, max_th = 2.618470e+00, time=2025-04-11 13:04:04 
jj1 = 720, max_th = 1.502343e+00, time=2025-04-11 13:04:53 
jj1 = 581, max_th = 2.298436e+00, time=2025-04-11 13:05:21 
jj1 = 681, max_th = 2.082875e+00, time=2025-04-11 13:05:38 
jj1 = 651, max_th = 8.074829e-01, time=2025-04-11 13:07:44 
jj1 = 756, max_th = 2.419651e+00, time=2025-04-11 13:13:13 
jj1 = 530, max_th = 2.554016e+00, time=2025-04-11 13:13:37 
jj1 = 580, max_th = 1.059190e+00, time=2025-04-11 13:15:11 
jj1 = 729, max_th = 2.387728e+00, time=2025-04-11 13:15:29 
jj1 = 561, max_th = 2.533864e+00, time=2025-04-11 13:18:03 
jj1 = 592, max_th = 1.864649e+00, time=2025-04-11 13:20:18 
jj1 = 579, max_th = 2.703560e+00, time=2025-04-11 13:22:03 
jj1 = 719, max_th = 2.342082e+00, time=2025-04-11 13:22:23 
jj1 = 617, max_th = 1.791878e+00, time=2025-04-11 13:23:49 
jj1 = 778, max_th = 2.603911e+00, time=2025-04-11 13:26:00 
jj1 = 637, max_th = 1.775283e+00, time=2025-04-11 13:26:31 
jj1 = 696, max_th = 2.202352e+00, time=2025-04-11 13:26:32 
jj1 = 560, max_th = 2.809648e+00, time=2025-04-11 13:27:25 
jj1 = 718, max_th = 2.965403e+00, time=2025-04-11 13:28:50 
jj1 = 755, max_th = 1.380171e+00, time=2025-04-11 13:30:28 
jj1 = 680, max_th = 2.181269e+00, time=2025-04-11 13:32:52 
jj1 = 616, max_th = 1.259061e+00, time=2025-04-11 13:34:57 
jj1 = 559, max_th = 2.957890e+00, time=2025-04-11 13:35:37 
jj1 = 650, max_th = 2.130618e+00, time=2025-04-11 13:37:41 
jj1 = 591, max_th = 2.643014e+00, time=2025-04-11 13:40:10 
jj1 = 615, max_th = 3.173567e+00, time=2025-04-11 13:42:38 
jj1 = 578, max_th = 1.434132e+00, time=2025-04-11 13:44:05 
jj1 = 777, max_th = 2.270321e+00, time=2025-04-11 13:47:12 
jj1 = 754, max_th = 2.347402e+00, time=2025-04-11 13:47:44 
jj1 = 529, max_th = 2.031559e+00, time=2025-04-11 13:47:47 
jj1 = 717, max_th = 2.332237e+00, time=2025-04-11 13:53:56 
jj1 = 614, max_th = 2.659782e+00, time=2025-04-11 13:54:39 
jj1 = 695, max_th = 2.060292e+00, time=2025-04-11 13:54:40 
jj1 = 613, max_th = 3.514216e+00, time=2025-04-11 13:54:50 
jj1 = 776, max_th = 1.117766e+00, time=2025-04-11 13:54:51 
jj1 = 636, max_th = 1.694681e+00, time=2025-04-11 13:57:26 
jj1 = 679, max_th = 2.096343e+00, time=2025-04-11 13:59:20 
jj1 = 558, max_th = 1.903756e+00, time=2025-04-11 14:01:21 
jj1 = 753, max_th = 2.732863e+00, time=2025-04-11 14:01:22 
jj1 = 775, max_th = 2.845371e+00, time=2025-04-11 14:01:53 
jj1 = 590, max_th = 1.811893e+00, time=2025-04-11 14:03:26 
jj1 = 716, max_th = 1.658635e+00, time=2025-04-11 14:10:19 
jj1 = 557, max_th = 1.056720e+00, time=2025-04-11 14:11:25 
jj1 = 649, max_th = 2.616174e+00, time=2025-04-11 14:12:32 
jj1 = 577, max_th = 1.422892e+00, time=2025-04-11 14:12:51 
jj1 = 774, max_th = 7.648963e-01, time=2025-04-11 14:14:07 
jj1 = 694, max_th = 2.039248e+00, time=2025-04-11 14:17:22 
jj1 = 612, max_th = 2.265936e+00, time=2025-04-11 14:18:16 
jj1 = 808, max_th = 1.925923e+00, time=2025-04-11 14:23:04 
jj1 = 589, max_th = 1.555492e+00, time=2025-04-11 14:24:46 
jj1 = 788, max_th = 2.716131e+00, time=2025-04-11 14:25:15 
jj1 = 678, max_th = 2.056750e+00, time=2025-04-11 14:26:53 
jj1 = 635, max_th = 1.826791e+00, time=2025-04-11 14:29:21 
jj1 = 752, max_th = 1.872722e+00, time=2025-04-11 14:30:01 
jj1 = 715, max_th = 2.187617e+00, time=2025-04-11 14:30:05 
jj1 = 611, max_th = 2.603793e+00, time=2025-04-11 14:31:23 
jj1 = 714, max_th = 6.345211e-01, time=2025-04-11 14:32:42 
jj1 = 773, max_th = 1.663529e+00, time=2025-04-11 14:33:43 
jj1 = 576, max_th = 2.037087e+00, time=2025-04-11 14:38:00 
jj1 = 556, max_th = 2.018071e+00, time=2025-04-11 14:38:30 
jj1 = 693, max_th = 1.674671e+00, time=2025-04-11 14:43:35 
jj1 = 677, max_th = 2.549175e+00, time=2025-04-11 14:44:14 
jj1 = 610, max_th = 1.506766e+00, time=2025-04-11 14:44:38 
jj1 = 818, max_th = 1.987797e+00, time=2025-04-11 14:46:04 
jj1 = 772, max_th = 2.481166e+00, time=2025-04-11 14:48:22 
jj1 = 751, max_th = 2.623837e+00, time=2025-04-11 14:48:53 
jj1 = 713, max_th = 2.485794e+00, time=2025-04-11 14:50:08 
jj1 = 634, max_th = 2.288242e+00, time=2025-04-11 14:51:18 
jj1 = 555, max_th = 1.347238e+00, time=2025-04-11 14:53:40 
jj1 = 817, max_th = 9.469089e-01, time=2025-04-11 14:55:11 
jj1 = 787, max_th = 1.771399e+00, time=2025-04-11 14:55:57 
jj1 = 807, max_th = 1.657348e+00, time=2025-04-11 14:59:41 
jj1 = 786, max_th = 8.997643e-01, time=2025-04-11 14:59:44 
jj1 = 609, max_th = 1.683749e+00, time=2025-04-11 15:01:30 
jj1 = 676, max_th = 1.423959e+00, time=2025-04-11 15:02:44 
jj1 = 750, max_th = 1.343412e+00, time=2025-04-11 15:02:59 
jj1 = 575, max_th = 2.372839e+00, time=2025-04-11 15:03:40 
jj1 = 878, max_th = 3.105149e+00, time=2025-04-11 15:04:09 
jj1 = 633, max_th = 1.329417e+00, time=2025-04-11 15:06:21 
jj1 = 692, max_th = 2.167060e+00, time=2025-04-11 15:08:13 
jj1 = 771, max_th = 1.863134e+00, time=2025-04-11 15:11:08 
jj1 = 816, max_th = 2.092329e+00, time=2025-04-11 15:14:12 
jj1 = 877, max_th = 1.245743e+00, time=2025-04-11 15:18:29 
jj1 = 574, max_th = 1.415790e+00, time=2025-04-11 15:18:45 
jj1 = 554, max_th = 2.008439e+00, time=2025-04-11 15:23:00 
jj1 = 675, max_th = 2.234028e+00, time=2025-04-11 15:25:12 
jj1 = 806, max_th = 1.652986e+00, time=2025-04-11 15:25:28 
jj1 = 712, max_th = 2.012869e+00, time=2025-04-11 15:26:38 
jj1 = 785, max_th = 1.681451e+00, time=2025-04-11 15:28:27 
jj1 = 749, max_th = 1.875554e+00, time=2025-04-11 15:28:43 
jj1 = 770, max_th = 1.900723e+00, time=2025-04-11 15:29:59 
jj1 = 815, max_th = 2.220488e+00, time=2025-04-11 15:36:27 
jj1 = 691, max_th = 2.029767e+00, time=2025-04-11 15:37:17 
jj1 = 876, max_th = 1.247207e+00, time=2025-04-11 15:38:16 
jj1 = 769, max_th = 1.225906e+00, time=2025-04-11 15:38:25 
jj1 = 784, max_th = 1.223675e+00, time=2025-04-11 15:38:29 
jj1 = 632, max_th = 1.943355e+00, time=2025-04-11 15:39:36 
jj1 = 805, max_th = 1.381603e+00, time=2025-04-11 15:41:52 
jj1 = 814, max_th = 2.822468e+00, time=2025-04-11 15:43:51 
jj1 = 711, max_th = 1.895641e+00, time=2025-04-11 15:45:43 
jj1 = 553, max_th = 1.563121e+00, time=2025-04-11 15:46:43 
jj1 = 674, max_th = 2.221674e+00, time=2025-04-11 15:50:37 
jj1 = 893, max_th = 1.290441e+00, time=2025-04-11 15:50:42 
jj1 = 573, max_th = 1.536847e+00, time=2025-04-11 15:52:11 
jj1 = 804, max_th = 1.264216e+00, time=2025-04-11 15:55:04 
jj1 = 710, max_th = 2.604427e+00, time=2025-04-11 15:55:40 
jj1 = 690, max_th = 2.587621e+00, time=2025-04-11 15:56:14 
jj1 = 848, max_th = 1.878898e+00, time=2025-04-11 15:58:36 
jj1 = 783, max_th = 2.241684e+00, time=2025-04-11 16:00:19 
jj1 = 631, max_th = 2.292006e+00, time=2025-04-11 16:01:37 
jj1 = 875, max_th = 2.354794e+00, time=2025-04-11 16:05:26 
jj1 = 709, max_th = 2.549569e+00, time=2025-04-11 16:06:32 
jj1 = 552, max_th = 1.800752e+00, time=2025-04-11 16:07:24 
jj1 = 630, max_th = 9.517495e-01, time=2025-04-11 16:07:29 
jj1 = 782, max_th = 1.098959e+00, time=2025-04-11 16:08:09 
jj1 = 572, max_th = 2.320042e+00, time=2025-04-11 16:10:11 
jj1 = 803, max_th = 1.353816e+00, time=2025-04-11 16:12:01 
jj1 = 892, max_th = 1.811019e+00, time=2025-04-11 16:13:14 
jj1 = 781, max_th = 1.015333e+00, time=2025-04-11 16:14:10 
jj1 = 847, max_th = 2.563892e+00, time=2025-04-11 16:14:47 
jj1 = 673, max_th = 2.216927e+00, time=2025-04-11 16:15:28 
jj1 = 813, max_th = 1.390990e+00, time=2025-04-11 16:16:50 
jj1 = 802, max_th = 2.825203e+00, time=2025-04-11 16:19:28 
jj1 = 689, max_th = 2.005510e+00, time=2025-04-11 16:20:07 
jj1 = 812, max_th = 8.762534e-01, time=2025-04-11 16:21:03 
jj1 = 846, max_th = 2.838300e+00, time=2025-04-11 16:22:18 
jj1 = 629, max_th = 1.278130e+00, time=2025-04-11 16:27:56 
jj1 = 551, max_th = 1.640305e+00, time=2025-04-11 16:29:11 
jj1 = 891, max_th = 1.489783e+00, time=2025-04-11 16:30:36 
jj1 = 801, max_th = 2.450944e+00, time=2025-04-11 16:31:08 
jj1 = 874, max_th = 1.818269e+00, time=2025-04-11 16:32:46 
jj1 = 571, max_th = 1.682984e+00, time=2025-04-11 16:35:00 
jj1 = 845, max_th = 1.551766e+00, time=2025-04-11 16:38:34 
jj1 = 858, max_th = 1.592055e+00, time=2025-04-11 16:38:53 
jj1 = 798, max_th = 2.386896e+00, time=2025-04-11 16:39:03 
jj1 = 780, max_th = 1.687052e+00, time=2025-04-11 16:39:16 
jj1 = 779, max_th = -1.094047e+00, time=2025-04-11 16:42:40 
jj1 = 672, max_th = 1.666100e+00, time=2025-04-11 16:45:12 
jj1 = 811, max_th = 1.836781e+00, time=2025-04-11 16:46:35 
jj1 = 810, max_th = 4.930133e-01, time=2025-04-11 16:46:56 
jj1 = 838, max_th = 1.682963e+00, time=2025-04-11 16:47:46 
jj1 = 797, max_th = 1.422838e+00, time=2025-04-11 16:48:21 
jj1 = 903, max_th = 1.051179e+00, time=2025-04-11 16:48:37 
jj1 = 800, max_th = 2.351561e+00, time=2025-04-11 16:49:02 
jj1 = 857, max_th = 2.704049e+00, time=2025-04-11 16:49:49 
jj1 = 799, max_th = 3.506995e+00, time=2025-04-11 16:49:52 
jj1 = 902, max_th = 3.180836e+00, time=2025-04-11 16:50:36 
jj1 = 550, max_th = 2.018876e+00, time=2025-04-11 16:50:55 
jj1 = 890, max_th = 2.180413e+00, time=2025-04-11 16:56:02 
jj1 = 901, max_th = 2.836633e+00, time=2025-04-11 16:57:04 
jj1 = 844, max_th = 1.604708e+00, time=2025-04-11 16:59:51 
jj1 = 873, max_th = 2.017999e+00, time=2025-04-11 17:00:18 
jj1 = 570, max_th = 2.249231e+00, time=2025-04-11 17:00:53 
jj1 = 872, max_th = 3.978305e+00, time=2025-04-11 17:00:56 
jj1 = 843, max_th = 6.792942e-01, time=2025-04-11 17:01:07 
jj1 = 671, max_th = 1.999638e+00, time=2025-04-11 17:01:20 
jj1 = 837, max_th = 2.509196e+00, time=2025-04-11 17:01:25 
jj1 = 856, max_th = 2.572395e+00, time=2025-04-11 17:01:50 
jj1 = 809, max_th = 1.576521e+00, time=2025-04-11 17:04:17 
jj1 = 549, max_th = 2.487500e+00, time=2025-04-11 17:05:06 
jj1 = 898, max_th = 2.346109e+00, time=2025-04-11 17:06:46 
jj1 = 897, max_th = 6.795014e-01, time=2025-04-11 17:08:23 
jj1 = 871, max_th = 2.497734e+00, time=2025-04-11 17:10:03 
jj1 = 796, max_th = 1.936280e+00, time=2025-04-11 17:10:13 
jj1 = 569, max_th = 1.453521e+00, time=2025-04-11 17:12:05 
jj1 = 900, max_th = 2.198302e+00, time=2025-04-11 17:14:26 
jj1 = 908, max_th = 2.463161e+00, time=2025-04-11 17:15:01 
jj1 = 670, max_th = 2.535144e+00, time=2025-04-11 17:15:53 
jj1 = 889, max_th = 2.186952e+00, time=2025-04-11 17:16:09 
jj1 = 842, max_th = 1.650982e+00, time=2025-04-11 17:16:38 
jj1 = 828, max_th = 1.815183e+00, time=2025-04-11 17:16:56 
jj1 = 923, max_th = 2.983784e+00, time=2025-04-11 17:19:36 
jj1 = 836, max_th = 2.257468e+00, time=2025-04-11 17:21:05 
jj1 = 855, max_th = 1.934112e+00, time=2025-04-11 17:21:17 
jj1 = 870, max_th = 2.535361e+00, time=2025-04-11 17:21:39 
jj1 = 922, max_th = 6.965338e-01, time=2025-04-11 17:23:07 
jj1 = 869, max_th = 1.002135e+00, time=2025-04-11 17:25:16 
jj1 = 795, max_th = 1.753830e+00, time=2025-04-11 17:25:51 
jj1 = 899, max_th = 2.595739e+00, time=2025-04-11 17:25:55 
jj1 = 827, max_th = 1.527610e+00, time=2025-04-11 17:26:23 
jj1 = 835, max_th = 9.802319e-01, time=2025-04-11 17:27:56 
jj1 = 896, max_th = 1.787654e+00, time=2025-04-11 17:30:05 
jj1 = 841, max_th = 1.418682e+00, time=2025-04-11 17:30:42 
jj1 = 921, max_th = 2.681853e+00, time=2025-04-11 17:30:59 
jj1 = 943, max_th = 1.002631e+00, time=2025-04-11 17:31:15 
jj1 = 868, max_th = 1.855915e+00, time=2025-04-11 17:31:21 
jj1 = 907, max_th = 2.030298e+00, time=2025-04-11 17:32:48 
jj1 = 826, max_th = 2.650336e+00, time=2025-04-11 17:34:56 
jj1 = 834, max_th = 2.719951e+00, time=2025-04-11 17:36:10 
jj1 = 913, max_th = 2.175237e+00, time=2025-04-11 17:36:21 
jj1 = 669, max_th = 1.307131e+00, time=2025-04-11 17:39:09 
jj1 = 854, max_th = 1.620111e+00, time=2025-04-11 17:40:53 
jj1 = 912, max_th = 2.855471e+00, time=2025-04-11 17:41:18 
jj1 = 794, max_th = 2.694230e+00, time=2025-04-11 17:44:36 
jj1 = 867, max_th = 1.659588e+00, time=2025-04-11 17:46:50 
jj1 = 895, max_th = 2.088985e+00, time=2025-04-11 17:46:55 
jj1 = 920, max_th = 2.137363e+00, time=2025-04-11 17:48:00 
jj1 = 888, max_th = 2.236004e+00, time=2025-04-11 17:48:57 
jj1 = 942, max_th = 1.904493e+00, time=2025-04-11 17:49:49 
jj1 = 853, max_th = 1.667848e+00, time=2025-04-11 17:50:38 
jj1 = 866, max_th = 2.708726e+00, time=2025-04-11 17:52:53 
jj1 = 840, max_th = 2.156961e+00, time=2025-04-11 17:52:56 
jj1 = 833, max_th = 1.875810e+00, time=2025-04-11 17:54:37 
jj1 = 906, max_th = 1.743284e+00, time=2025-04-11 17:54:42 
jj1 = 825, max_th = 2.116102e+00, time=2025-04-11 17:55:08 
jj1 = 911, max_th = 1.607774e+00, time=2025-04-11 17:56:26 
jj1 = 824, max_th = 6.583255e-01, time=2025-04-11 17:56:41 
jj1 = 887, max_th = 1.756253e+00, time=2025-04-11 17:58:35 
jj1 = 919, max_th = 2.384046e+00, time=2025-04-11 17:58:38 
jj1 = 852, max_th = 2.078710e+00, time=2025-04-11 18:00:45 
jj1 = 839, max_th = 1.154481e+00, time=2025-04-11 18:02:31 
jj1 = 865, max_th = 1.162842e+00, time=2025-04-11 18:03:55 
jj1 = 851, max_th = 3.055058e+00, time=2025-04-11 18:04:03 
jj1 = 832, max_th = 1.219587e+00, time=2025-04-11 18:04:39 
jj1 = 793, max_th = 1.904956e+00, time=2025-04-11 18:05:37 
jj1 = 894, max_th = 1.369879e+00, time=2025-04-11 18:07:59 
jj1 = 905, max_th = 1.569964e+00, time=2025-04-11 18:08:58 
jj1 = 910, max_th = 1.834627e+00, time=2025-04-11 18:11:19 
jj1 = 864, max_th = 1.421251e+00, time=2025-04-11 18:11:30 
jj1 = 941, max_th = 1.872010e+00, time=2025-04-11 18:11:33 
jj1 = 823, max_th = 2.190194e+00, time=2025-04-11 18:13:01 
jj1 = 964, max_th = 1.870986e+00, time=2025-04-11 18:14:19 
jj1 = 886, max_th = 2.231482e+00, time=2025-04-11 18:15:58 
jj1 = 831, max_th = 2.247304e+00, time=2025-04-11 18:19:07 
jj1 = 918, max_th = 2.284964e+00, time=2025-04-11 18:19:46 
jj1 = 850, max_th = 2.343392e+00, time=2025-04-11 18:20:35 
jj1 = 863, max_th = 2.458921e+00, time=2025-04-11 18:21:07 
jj1 = 830, max_th = 3.022305e+00, time=2025-04-11 18:22:08 
jj1 = 904, max_th = 2.138751e+00, time=2025-04-11 18:25:00 
jj1 = 792, max_th = 1.832081e+00, time=2025-04-11 18:26:07 
jj1 = 917, max_th = 1.352224e+00, time=2025-04-11 18:26:12 
jj1 = 909, max_th = 1.597408e+00, time=2025-04-11 18:27:39 
jj1 = 948, max_th = 2.137003e+00, time=2025-04-11 18:28:18 
jj1 = 822, max_th = 1.707103e+00, time=2025-04-11 18:28:51 
jj1 = 849, max_th = 1.699040e+00, time=2025-04-11 18:31:24 
jj1 = 963, max_th = 1.918510e+00, time=2025-04-11 18:31:46 
jj1 = 940, max_th = 2.079298e+00, time=2025-04-11 18:32:43 
jj1 = 916, max_th = 2.616735e+00, time=2025-04-11 18:34:07 
jj1 = 928, max_th = 2.670858e+00, time=2025-04-11 18:35:34 
jj1 = 791, max_th = 2.530954e+00, time=2025-04-11 18:37:57 
jj1 = 790, max_th = 6.768859e-01, time=2025-04-11 18:38:37 
jj1 = 862, max_th = 2.090137e+00, time=2025-04-11 18:38:58 
jj1 = 861, max_th = 3.048211e+00, time=2025-04-11 18:40:13 
jj1 = 968, max_th = 2.639244e+00, time=2025-04-11 18:40:15 
jj1 = 885, max_th = 1.722306e+00, time=2025-04-11 18:41:19 
jj1 = 962, max_th = 1.351605e+00, time=2025-04-11 18:41:26 
jj1 = 952, max_th = 2.184132e+00, time=2025-04-11 18:41:32 
jj1 = 829, max_th = 1.864864e+00, time=2025-04-11 18:41:43 
jj1 = 821, max_th = 1.599550e+00, time=2025-04-11 18:42:16 
jj1 = 820, max_th = 3.181884e+00, time=2025-04-11 18:43:08 
jj1 = 939, max_th = 1.161607e+00, time=2025-04-11 18:43:11 
jj1 = 938, max_th = 2.667093e+00, time=2025-04-11 18:43:32 
jj1 = 915, max_th = 2.491588e+00, time=2025-04-11 18:45:46 
jj1 = 947, max_th = 1.459359e+00, time=2025-04-11 18:47:16 
jj1 = 951, max_th = 2.519139e+00, time=2025-04-11 18:49:54 
jj1 = 884, max_th = 1.100623e+00, time=2025-04-11 18:49:58 
jj1 = 860, max_th = 2.454873e+00, time=2025-04-11 18:52:01 
jj1 = 967, max_th = 1.502252e+00, time=2025-04-11 18:52:12 
jj1 = 789, max_th = 1.796670e+00, time=2025-04-11 18:54:34 
jj1 = 927, max_th = 1.922208e+00, time=2025-04-11 18:57:25 
jj1 = 914, max_th = 1.528094e+00, time=2025-04-11 18:57:54 
jj1 = 966, max_th = 1.320896e+00, time=2025-04-11 18:58:38 
jj1 = 961, max_th = 1.822767e+00, time=2025-04-11 18:59:12 
jj1 = 946, max_th = 2.838387e+00, time=2025-04-11 19:01:28 
jj1 = 859, max_th = 2.528259e+00, time=2025-04-11 19:02:04 
jj1 = 972, max_th = 1.888027e+00, time=2025-04-11 19:02:12 
jj1 = 980, max_th = 1.005788e+00, time=2025-04-11 19:04:28 
jj1 = 883, max_th = 2.195889e+00, time=2025-04-11 19:04:45 
jj1 = 950, max_th = 1.647925e+00, time=2025-04-11 19:07:04 
jj1 = 945, max_th = 1.295678e+00, time=2025-04-11 19:09:12 
jj1 = 984, max_th = 1.855898e+00, time=2025-04-11 19:10:47 
jj1 = 965, max_th = 1.894144e+00, time=2025-04-11 19:11:10 
jj1 = 819, max_th = 2.158746e+00, time=2025-04-11 19:12:59 
jj1 = 979, max_th = 2.572755e+00, time=2025-04-11 19:14:42 
jj1 = 933, max_th = 2.010286e+00, time=2025-04-11 19:14:50 
jj1 = 996, max_th = 2.845933e+00, time=2025-04-11 19:15:14 
jj1 = 926, max_th = 2.355410e+00, time=2025-04-11 19:16:01 
jj1 = 978, max_th = 1.216065e+00, time=2025-04-11 19:18:43 
jj1 = 882, max_th = 2.028390e+00, time=2025-04-11 19:19:00 
jj1 = 971, max_th = 2.481420e+00, time=2025-04-11 19:21:05 
jj1 = 956, max_th = 2.450444e+00, time=2025-04-11 19:24:03 
jj1 = 932, max_th = 1.794336e+00, time=2025-04-11 19:24:17 
jj1 = 881, max_th = 2.818525e+00, time=2025-04-11 19:24:40 
jj1 = 977, max_th = 2.610971e+00, time=2025-04-11 19:24:51 
jj1 = 949, max_th = 2.233956e+00, time=2025-04-11 19:25:07 
jj1 = 944, max_th = 2.215213e+00, time=2025-04-11 19:25:21 
jj1 = 925, max_th = 2.210750e+00, time=2025-04-11 19:26:25 
jj1 = 983, max_th = 2.017551e+00, time=2025-04-11 19:27:16 
jj1 = 992, max_th = 2.940559e+00, time=2025-04-11 19:32:18 
jj1 = 931, max_th = 1.597269e+00, time=2025-04-11 19:32:22 
jj1 = 970, max_th = 2.168161e+00, time=2025-04-11 19:32:44 
jj1 = 995, max_th = 2.131472e+00, time=2025-04-11 19:32:48 
jj1 = 880, max_th = 1.920711e+00, time=2025-04-11 19:34:07 
jj1 = 991, max_th = 7.575140e-01, time=2025-04-11 19:35:13 
jj1 = 924, max_th = 2.319878e+00, time=2025-04-11 19:35:14 
jj1 = 955, max_th = 1.460974e+00, time=2025-04-11 19:35:39 
jj1 = 879, max_th = 3.105548e+00, time=2025-04-11 19:35:46 
jj1 = 937, max_th = 2.360563e+00, time=2025-04-11 19:39:23 
jj1 = 988, max_th = 2.384755e+00, time=2025-04-11 19:40:44 
jj1 = 982, max_th = 1.739342e+00, time=2025-04-11 19:40:53 
jj1 = 981, max_th = 4.535415e-01, time=2025-04-11 19:41:09 
jj1 = 969, max_th = 2.232644e+00, time=2025-04-11 19:41:16 
jj1 = 997, max_th = 1.519398e+00, time=2025-04-11 19:44:14 
jj1 = 960, max_th = 3.206275e+00, time=2025-04-11 19:45:20 
jj1 = 930, max_th = 2.415514e+00, time=2025-04-11 19:46:34 
jj1 = 954, max_th = 2.227610e+00, time=2025-04-11 19:46:38 
jj1 = 994, max_th = 2.404101e+00, time=2025-04-11 19:47:21 
jj1 = 976, max_th = 1.978249e+00, time=2025-04-11 19:48:34 
jj1 = 936, max_th = 1.837009e+00, time=2025-04-11 19:48:45 
jj1 = 999, max_th = 1.475284e+00, time=2025-04-11 19:48:50 
jj1 = 990, max_th = 1.827731e+00, time=2025-04-11 19:49:07 
jj1 = 993, max_th = 2.966199e+00, time=2025-04-11 19:49:15 
jj1 = 959, max_th = 1.493781e+00, time=2025-04-11 19:49:56 
jj1 = 987, max_th = 1.973422e+00, time=2025-04-11 19:50:30 
jj1 = 929, max_th = 2.294105e+00, time=2025-04-11 19:53:22 
jj1 = 986, max_th = 1.397595e+00, time=2025-04-11 19:53:58 
jj1 = 975, max_th = 2.380904e+00, time=2025-04-11 19:54:57 
jj1 = 953, max_th = 1.760362e+00, time=2025-04-11 19:55:07 
jj1 = 958, max_th = 1.712244e+00, time=2025-04-11 19:56:28 
jj1 = 985, max_th = 1.228246e+00, time=2025-04-11 19:56:59 
jj1 = 935, max_th = 1.761793e+00, time=2025-04-11 19:57:27 
jj1 = 989, max_th = 1.304279e+00, time=2025-04-11 19:57:43 
jj1 = 1000, max_th = 2.273311e+00, time=2025-04-11 19:58:57 
jj1 = 934, max_th = 2.499276e+00, time=2025-04-11 19:59:54 
jj1 = 957, max_th = 2.592480e+00, time=2025-04-11 19:59:58 
jj1 = 974, max_th = 2.389830e+00, time=2025-04-11 20:02:04 
jj1 = 998, max_th = 2.459875e+00, time=2025-04-11 20:04:11 
jj1 = 973, max_th = 1.512233e+00, time=2025-04-11 20:07:08 
>> >> >> >> >> >> >> >> >> 
