MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
                  R2021b (9.11.0.1769968) 64-bit (glnxa64)
                             September 17, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
[Warning: A task was unexpectedly found in state: Unavailable.] 
[> In parallel.cluster.Local/deriveJobStateFromTasks (line 29)
In parallel.cluster/Local/getJobState (line 174)
In parallel.cluster/CJSCluster/hGetJobState (line 375)
In parallel.internal.cluster/CJSJobMixin/hGetStateEnum (line 175)
In parallel/Job/get.StateEnum (line 247)
In parallel/Job/get.State (line 239)
In parallel.internal.customattr.CustomGetSet>iVectorisedGetHelper (line 128)
In parallel.internal.customattr.CustomGetSet>@(a,b,c)iVectorisedGetHelper(obj,a,b,c) (line 102)
In parallel.internal.customattr/CustomGetSet/doVectorisedGet (line 103)
In parallel.internal.customattr/CustomGetSet/hVectorisedGet (line 76)
In parallel.internal.customattr.GetSetImpl>iAccessProperties (line 322)
In parallel.internal.customattr.GetSetImpl>iGetAllPropertiesVec (line 264)
In parallel.internal.customattr/GetSetImpl/getImpl (line 133)
In parallel.internal.customattr.CustomGetSet>iHetFunGetFunction (line 154)
In parallel.internal.customattr.CustomGetSet>@(o)iHetFunGetFunction(o,props) (line 139)
In parallel.internal.cluster.hetfun (line 46)
In parallel.internal.customattr.CustomGetSet>iHetFunGetProperty (line 139)
In parallel.internal.customattr/CustomGetSet/get (line 38)
In parallel.internal.pool/AbstractInteractiveClient/pRemoveOldJobs (line 211)
In parallel.internal.pool/AbstractInteractiveClient/start (line 103)
In parallel.internal.pool.AbstractClusterPool>iStartClient (line 831)
In parallel.internal.pool/AbstractClusterPool/hBuildPool (line 585)
In parallel.internal.pool.doParpool (line 22)
In parpool (line 123)
In parallel.internal.parpool.getOrCreateCurrentPool (line 17)
In parallel.internal.pool/PoolArrayManager/getOrAutoCreateWithCleanup (line 44)
In pctTryCreatePoolIfNecessary (line 28)
In parallel_function (line 423)] 
Connected to the parallel pool (number of workers: 12).
jj1 = 5, max_th = -1.766279e-01, time=2025-04-15 09:54:53 
jj1 = 718, max_th = 1.725461e+00, time=2025-04-16 04:31:48 
jj1 = 575, max_th = 1.870635e+00, time=2025-04-16 04:32:28 
jj1 = 558, max_th = 2.546759e+00, time=2025-04-16 04:36:42 
jj1 = 592, max_th = 2.714962e+00, time=2025-04-16 04:37:41 
jj1 = 744, max_th = 3.030619e-03, time=2025-04-16 04:40:07 
jj1 = 758, max_th = 2.525055e+00, time=2025-04-16 04:44:39 
jj1 = 659, max_th = 1.709145e+00, time=2025-04-16 04:45:31 
jj1 = 717, max_th = 2.590909e+00, time=2025-04-16 04:45:51 
jj1 = 636, max_th = 1.960368e+00, time=2025-04-16 04:46:12 
jj1 = 557, max_th = 2.588756e+00, time=2025-04-16 04:50:38 
jj1 = 574, max_th = 2.503558e+00, time=2025-04-16 04:52:57 
jj1 = 692, max_th = 1.725435e+00, time=2025-04-16 04:54:04 
jj1 = 532, max_th = 2.056078e+00, time=2025-04-16 04:54:14 
jj1 = 616, max_th = 2.408001e+00, time=2025-04-16 04:54:54 
jj1 = 757, max_th = 1.184671e+00, time=2025-04-16 04:55:11 
jj1 = 680, max_th = 2.010335e+00, time=2025-04-16 04:58:30 
jj1 = 658, max_th = 1.403681e+00, time=2025-04-16 04:59:08 
jj1 = 591, max_th = 2.189979e+00, time=2025-04-16 05:00:39 
jj1 = 635, max_th = 1.372183e+00, time=2025-04-16 05:01:30 
jj1 = 743, max_th = 2.288160e+00, time=2025-04-16 05:03:07 
jj1 = 679, max_th = 1.334709e+00, time=2025-04-16 05:12:53 
jj1 = 590, max_th = 1.411613e+00, time=2025-04-16 05:13:12 
jj1 = 742, max_th = 2.643005e+00, time=2025-04-16 05:14:52 
jj1 = 716, max_th = 2.127992e+00, time=2025-04-16 05:16:03 
jj1 = 634, max_th = 1.410661e+00, time=2025-04-16 05:17:16 
jj1 = 691, max_th = 2.261613e+00, time=2025-04-16 05:18:22 
jj1 = 573, max_th = 2.141345e+00, time=2025-04-16 05:18:39 
jj1 = 531, max_th = 1.968102e+00, time=2025-04-16 05:20:13 
jj1 = 572, max_th = 3.117272e+00, time=2025-04-16 05:20:59 
jj1 = 756, max_th = 1.787965e+00, time=2025-04-16 05:22:25 
jj1 = 556, max_th = 1.958667e+00, time=2025-04-16 05:23:01 
jj1 = 615, max_th = 2.017268e+00, time=2025-04-16 05:23:10 
jj1 = 589, max_th = 2.681190e+00, time=2025-04-16 05:24:10 
jj1 = 657, max_th = 2.181014e+00, time=2025-04-16 05:26:03 
jj1 = 678, max_th = 1.480974e+00, time=2025-04-16 05:29:44 
jj1 = 614, max_th = 1.032943e+00, time=2025-04-16 05:31:05 
jj1 = 788, max_th = 1.195671e+00, time=2025-04-16 05:37:49 
jj1 = 715, max_th = 1.716956e+00, time=2025-04-16 05:39:48 
jj1 = 633, max_th = 2.386170e+00, time=2025-04-16 05:42:09 
jj1 = 571, max_th = 1.540537e+00, time=2025-04-16 05:43:28 
jj1 = 555, max_th = 1.423857e+00, time=2025-04-16 05:45:08 
jj1 = 656, max_th = 1.937309e+00, time=2025-04-16 05:46:58 
jj1 = 741, max_th = 2.023994e+00, time=2025-04-16 05:47:21 
jj1 = 613, max_th = 2.497230e+00, time=2025-04-16 05:48:24 
jj1 = 530, max_th = 2.276831e+00, time=2025-04-16 05:50:31 
jj1 = 655, max_th = 8.587433e-01, time=2025-04-16 05:50:35 
jj1 = 690, max_th = 1.586691e+00, time=2025-04-16 05:50:57 
jj1 = 787, max_th = 2.013572e+00, time=2025-04-16 05:55:40 
jj1 = 755, max_th = 1.988124e+00, time=2025-04-16 05:55:44 
jj1 = 554, max_th = 2.534870e+00, time=2025-04-16 05:56:49 
jj1 = 677, max_th = 1.810811e+00, time=2025-04-16 05:57:52 
jj1 = 632, max_th = 1.385560e+00, time=2025-04-16 06:02:48 
jj1 = 714, max_th = 1.664569e+00, time=2025-04-16 06:03:05 
jj1 = 754, max_th = 2.727463e+00, time=2025-04-16 06:07:29 
jj1 = 612, max_th = 2.520681e+00, time=2025-04-16 06:08:23 
jj1 = 654, max_th = 2.199415e+00, time=2025-04-16 06:09:37 
jj1 = 570, max_th = 2.128465e+00, time=2025-04-16 06:12:48 
jj1 = 689, max_th = 1.569933e+00, time=2025-04-16 06:13:40 
jj1 = 653, max_th = 1.090615e+00, time=2025-04-16 06:17:13 
jj1 = 676, max_th = 2.483653e+00, time=2025-04-16 06:19:09 
jj1 = 740, max_th = 2.069692e+00, time=2025-04-16 06:19:32 
jj1 = 611, max_th = 1.458119e+00, time=2025-04-16 06:20:36 
jj1 = 529, max_th = 2.028206e+00, time=2025-04-16 06:22:07 
jj1 = 713, max_th = 1.999873e+00, time=2025-04-16 06:22:26 
jj1 = 786, max_th = 2.333206e+00, time=2025-04-16 06:25:15 
jj1 = 778, max_th = 2.695011e+00, time=2025-04-16 06:31:51 
jj1 = 553, max_th = 1.825340e+00, time=2025-04-16 06:33:07 
jj1 = 753, max_th = 2.251607e+00, time=2025-04-16 06:33:34 
jj1 = 631, max_th = 2.007251e+00, time=2025-04-16 06:34:56 
jj1 = 712, max_th = 9.853945e-01, time=2025-04-16 06:34:58 
jj1 = 652, max_th = 1.797894e+00, time=2025-04-16 06:37:26 
jj1 = 630, max_th = 7.328722e-01, time=2025-04-16 06:37:33 
jj1 = 808, max_th = 1.782682e+00, time=2025-04-16 06:39:47 
jj1 = 569, max_th = 1.780872e+00, time=2025-04-16 06:39:56 
jj1 = 739, max_th = 2.407513e+00, time=2025-04-16 06:40:10 
jj1 = 610, max_th = 2.170312e+00, time=2025-04-16 06:43:05 
jj1 = 675, max_th = 1.741557e+00, time=2025-04-16 06:43:10 
jj1 = 711, max_th = 2.546473e+00, time=2025-04-16 06:48:00 
jj1 = 651, max_th = 1.216609e+00, time=2025-04-16 06:48:11 
jj1 = 752, max_th = 2.348136e+00, time=2025-04-16 06:52:07 
jj1 = 785, max_th = 2.186894e+00, time=2025-04-16 06:53:15 
jj1 = 674, max_th = 1.257475e+00, time=2025-04-16 06:55:15 
jj1 = 751, max_th = 2.942690e+00, time=2025-04-16 06:56:32 
jj1 = 650, max_th = 1.302391e+00, time=2025-04-16 06:57:47 
jj1 = 777, max_th = 1.785029e+00, time=2025-04-16 06:59:06 
jj1 = 552, max_th = 2.322919e+00, time=2025-04-16 07:00:07 
jj1 = 673, max_th = 2.844076e+00, time=2025-04-16 07:01:36 
jj1 = 629, max_th = 1.994174e+00, time=2025-04-16 07:04:37 
jj1 = 807, max_th = 2.005915e+00, time=2025-04-16 07:06:36 
jj1 = 609, max_th = 1.666702e+00, time=2025-04-16 07:06:39 
jj1 = 784, max_th = 2.544354e+00, time=2025-04-16 07:07:55 
jj1 = 738, max_th = 1.986721e+00, time=2025-04-16 07:09:20 
jj1 = 710, max_th = 1.849252e+00, time=2025-04-16 07:11:40 
jj1 = 818, max_th = 2.212910e+00, time=2025-04-16 07:12:23 
jj1 = 817, max_th = 1.016218e+00, time=2025-04-16 07:16:14 
jj1 = 672, max_th = 2.592946e+00, time=2025-04-16 07:17:23 
jj1 = 649, max_th = 1.696008e+00, time=2025-04-16 07:18:24 
jj1 = 551, max_th = 1.428189e+00, time=2025-04-16 07:22:02 
jj1 = 776, max_th = 2.276453e+00, time=2025-04-16 07:22:59 
jj1 = 750, max_th = 1.979557e+00, time=2025-04-16 07:24:40 
jj1 = 737, max_th = 1.573608e+00, time=2025-04-16 07:25:49 
jj1 = 868, max_th = 1.518856e+00, time=2025-04-16 07:29:15 
jj1 = 806, max_th = 1.686756e+00, time=2025-04-16 07:30:24 
jj1 = 749, max_th = 1.147281e+00, time=2025-04-16 07:32:24 
jj1 = 709, max_th = 2.067226e+00, time=2025-04-16 07:34:44 
jj1 = 867, max_th = 9.487018e-01, time=2025-04-16 07:34:47 
jj1 = 798, max_th = 2.038866e+00, time=2025-04-16 07:35:58 
jj1 = 783, max_th = 1.987931e+00, time=2025-04-16 07:37:21 
jj1 = 671, max_th = 1.686071e+00, time=2025-04-16 07:42:24 
jj1 = 775, max_th = 2.408453e+00, time=2025-04-16 07:42:32 
jj1 = 848, max_th = 1.666972e+00, time=2025-04-16 07:46:37 
jj1 = 816, max_th = 1.840303e+00, time=2025-04-16 07:46:51 
jj1 = 736, max_th = 2.389074e+00, time=2025-04-16 07:47:01 
jj1 = 670, max_th = 1.099362e+00, time=2025-04-16 07:48:19 
jj1 = 550, max_th = 2.019164e+00, time=2025-04-16 07:55:46 
jj1 = 782, max_th = 1.949549e+00, time=2025-04-16 07:57:24 
jj1 = 866, max_th = 1.807100e+00, time=2025-04-16 07:58:14 
jj1 = 805, max_th = 1.831301e+00, time=2025-04-16 07:59:25 
jj1 = 774, max_th = 1.371750e+00, time=2025-04-16 08:00:45 
jj1 = 838, max_th = 1.811019e+00, time=2025-04-16 08:02:12 
jj1 = 858, max_th = 2.026517e+00, time=2025-04-16 08:03:00 
jj1 = 797, max_th = 2.068702e+00, time=2025-04-16 08:03:37 
jj1 = 815, max_th = 1.602093e+00, time=2025-04-16 08:05:55 
jj1 = 669, max_th = 1.645063e+00, time=2025-04-16 08:10:47 
jj1 = 847, max_th = 1.753917e+00, time=2025-04-16 08:10:52 
jj1 = 865, max_th = 2.670413e+00, time=2025-04-16 08:11:20 
jj1 = 735, max_th = 1.674767e+00, time=2025-04-16 08:12:37 
jj1 = 781, max_th = 2.643418e+00, time=2025-04-16 08:14:05 
jj1 = 864, max_th = 9.517647e-01, time=2025-04-16 08:15:58 
jj1 = 804, max_th = 1.530382e+00, time=2025-04-16 08:18:11 
jj1 = 549, max_th = 2.359430e+00, time=2025-04-16 08:18:13 
jj1 = 878, max_th = -6.895085e-04, time=2025-04-16 08:18:27 
jj1 = 796, max_th = 2.489964e+00, time=2025-04-16 08:21:01 
jj1 = 773, max_th = 2.389726e+00, time=2025-04-16 08:21:11 
jj1 = 814, max_th = 1.551939e+00, time=2025-04-16 08:22:34 
jj1 = 837, max_th = 1.790223e+00, time=2025-04-16 08:26:44 
jj1 = 863, max_th = 2.631108e+00, time=2025-04-16 08:27:02 
jj1 = 857, max_th = 1.757376e+00, time=2025-04-16 08:28:10 
jj1 = 803, max_th = 2.597958e+00, time=2025-04-16 08:28:35 
jj1 = 828, max_th = 1.218317e+00, time=2025-04-16 08:28:50 
jj1 = 780, max_th = 1.082648e+00, time=2025-04-16 08:29:07 
jj1 = 846, max_th = 2.259818e+00, time=2025-04-16 08:37:44 
jj1 = 827, max_th = 1.182087e+00, time=2025-04-16 08:38:22 
jj1 = 795, max_th = 2.407465e+00, time=2025-04-16 08:41:44 
jj1 = 734, max_th = 1.919766e+00, time=2025-04-16 08:44:37 
jj1 = 772, max_th = 1.837989e+00, time=2025-04-16 08:46:17 
jj1 = 813, max_th = 2.421182e+00, time=2025-04-16 08:46:24 
jj1 = 794, max_th = 2.606785e+00, time=2025-04-16 08:48:07 
jj1 = 877, max_th = 2.070699e+00, time=2025-04-16 08:48:35 
jj1 = 856, max_th = 1.694163e+00, time=2025-04-16 08:49:19 
jj1 = 802, max_th = 1.575140e+00, time=2025-04-16 08:49:34 
jj1 = 836, max_th = 1.960549e+00, time=2025-04-16 08:51:59 
jj1 = 779, max_th = 2.259814e+00, time=2025-04-16 08:53:46 
jj1 = 801, max_th = 1.053838e+00, time=2025-04-16 08:57:07 
jj1 = 733, max_th = 1.261809e+00, time=2025-04-16 08:57:38 
jj1 = 862, max_th = 1.726376e+00, time=2025-04-16 08:58:05 
jj1 = 732, max_th = 3.227337e+00, time=2025-04-16 08:59:14 
jj1 = 771, max_th = 1.189326e+00, time=2025-04-16 09:02:00 
jj1 = 731, max_th = 2.961208e+00, time=2025-04-16 09:03:02 
jj1 = 845, max_th = 2.045124e+00, time=2025-04-16 09:03:25 
jj1 = 826, max_th = 1.978273e+00, time=2025-04-16 09:06:41 
jj1 = 800, max_th = 2.722011e+00, time=2025-04-16 09:08:41 
jj1 = 793, max_th = 1.694055e+00, time=2025-04-16 09:10:35 
jj1 = 893, max_th = 2.489295e+00, time=2025-04-16 09:10:38 
jj1 = 812, max_th = 2.278275e+00, time=2025-04-16 09:12:54 
jj1 = 876, max_th = 1.688890e+00, time=2025-04-16 09:13:01 
jj1 = 835, max_th = 2.283735e+00, time=2025-04-16 09:15:36 
jj1 = 861, max_th = 1.439009e+00, time=2025-04-16 09:16:47 
jj1 = 855, max_th = 2.220358e+00, time=2025-04-16 09:16:55 
jj1 = 792, max_th = 2.797916e+00, time=2025-04-16 09:19:06 
jj1 = 799, max_th = 1.192510e+00, time=2025-04-16 09:19:54 
jj1 = 834, max_th = 2.873701e+00, time=2025-04-16 09:21:07 
jj1 = 730, max_th = 1.485367e+00, time=2025-04-16 09:21:41 
jj1 = 811, max_th = 1.206842e+00, time=2025-04-16 09:25:29 
jj1 = 825, max_th = 1.910088e+00, time=2025-04-16 09:28:30 
jj1 = 844, max_th = 2.007736e+00, time=2025-04-16 09:31:05 
jj1 = 729, max_th = 2.765539e+00, time=2025-04-16 09:31:42 
jj1 = 770, max_th = 1.971661e+00, time=2025-04-16 09:31:49 
jj1 = 860, max_th = 2.474624e+00, time=2025-04-16 09:32:08 
jj1 = 833, max_th = 2.492369e+00, time=2025-04-16 09:37:57 
jj1 = 898, max_th = 1.434720e+00, time=2025-04-16 09:38:13 
jj1 = 875, max_th = 1.991191e+00, time=2025-04-16 09:38:30 
jj1 = 888, max_th = 2.752616e+00, time=2025-04-16 09:39:16 
jj1 = 892, max_th = 2.027857e+00, time=2025-04-16 09:39:54 
jj1 = 854, max_th = 1.952229e+00, time=2025-04-16 09:43:25 
jj1 = 832, max_th = 1.160810e+00, time=2025-04-16 09:44:08 
jj1 = 859, max_th = 1.020349e+00, time=2025-04-16 09:44:51 
jj1 = 824, max_th = 1.601059e+00, time=2025-04-16 09:46:08 
jj1 = 791, max_th = 2.218378e+00, time=2025-04-16 09:48:41 
jj1 = 853, max_th = 8.542768e-01, time=2025-04-16 09:48:46 
jj1 = 810, max_th = 1.778859e+00, time=2025-04-16 09:53:33 
jj1 = 769, max_th = 2.288211e+00, time=2025-04-16 09:54:21 
jj1 = 887, max_th = 1.526804e+00, time=2025-04-16 09:58:59 
jj1 = 843, max_th = 1.636412e+00, time=2025-04-16 09:59:10 
jj1 = 874, max_th = 1.998430e+00, time=2025-04-16 10:00:58 
jj1 = 823, max_th = 1.368235e+00, time=2025-04-16 10:04:26 
jj1 = 790, max_th = 1.374898e+00, time=2025-04-16 10:04:35 
jj1 = 891, max_th = 1.866180e+00, time=2025-04-16 10:06:23 
jj1 = 897, max_th = 1.982201e+00, time=2025-04-16 10:06:43 
jj1 = 789, max_th = 2.891511e+00, time=2025-04-16 10:08:03 
jj1 = 831, max_th = 1.748760e+00, time=2025-04-16 10:08:33 
jj1 = 886, max_th = 1.360438e+00, time=2025-04-16 10:13:36 
jj1 = 913, max_th = 2.261086e+00, time=2025-04-16 10:14:45 
jj1 = 873, max_th = 2.497250e+00, time=2025-04-16 10:15:18 
jj1 = 809, max_th = 1.532726e+00, time=2025-04-16 10:16:42 
jj1 = 852, max_th = 2.112656e+00, time=2025-04-16 10:17:20 
jj1 = 903, max_th = 2.321683e+00, time=2025-04-16 10:19:41 
jj1 = 908, max_th = -1.179000e-02, time=2025-04-16 10:21:05 
jj1 = 890, max_th = 1.498512e+00, time=2025-04-16 10:22:48 
jj1 = 842, max_th = 2.003324e+00, time=2025-04-16 10:27:31 
jj1 = 822, max_th = 1.846213e+00, time=2025-04-16 10:27:41 
jj1 = 896, max_th = 2.294286e+00, time=2025-04-16 10:28:14 
jj1 = 889, max_th = 9.265712e-01, time=2025-04-16 10:29:27 
jj1 = 918, max_th = 2.095312e+00, time=2025-04-16 10:32:23 
jj1 = 830, max_th = 1.905417e+00, time=2025-04-16 10:33:37 
jj1 = 912, max_th = 2.525775e+00, time=2025-04-16 10:34:10 
jj1 = 872, max_th = 1.950702e+00, time=2025-04-16 10:34:27 
jj1 = 885, max_th = 2.410791e+00, time=2025-04-16 10:35:03 
jj1 = 902, max_th = 1.832316e+00, time=2025-04-16 10:46:26 
jj1 = 895, max_th = 1.514408e+00, time=2025-04-16 10:47:00 
jj1 = 851, max_th = 2.119947e+00, time=2025-04-16 10:48:29 
jj1 = 917, max_th = 2.592995e+00, time=2025-04-16 10:48:33 
jj1 = 907, max_th = 2.142413e+00, time=2025-04-16 10:49:32 
jj1 = 901, max_th = 1.056075e+00, time=2025-04-16 10:52:26 
jj1 = 884, max_th = 2.046553e+00, time=2025-04-16 10:53:17 
jj1 = 948, max_th = 1.865712e+00, time=2025-04-16 10:54:12 
jj1 = 821, max_th = 1.836472e+00, time=2025-04-16 10:58:53 
jj1 = 829, max_th = 2.218566e+00, time=2025-04-16 11:00:19 
jj1 = 841, max_th = 2.141980e+00, time=2025-04-16 11:00:27 
jj1 = 840, max_th = -1.710526e-01, time=2025-04-16 11:01:07 
jj1 = 911, max_th = 1.862042e+00, time=2025-04-16 11:01:18 
jj1 = 871, max_th = 1.871708e+00, time=2025-04-16 11:02:07 
jj1 = 910, max_th = 2.946753e+00, time=2025-04-16 11:05:14 
jj1 = 820, max_th = 2.749235e+00, time=2025-04-16 11:09:10 
jj1 = 894, max_th = 1.640887e+00, time=2025-04-16 11:09:19 
jj1 = 952, max_th = -4.146996e-02, time=2025-04-16 11:10:31 
jj1 = 906, max_th = 2.058054e+00, time=2025-04-16 11:16:21 
jj1 = 916, max_th = 1.955044e+00, time=2025-04-16 11:16:39 
jj1 = 850, max_th = 2.115230e+00, time=2025-04-16 11:16:54 
jj1 = 883, max_th = 1.856677e+00, time=2025-04-16 11:17:18 
jj1 = 870, max_th = 1.340620e+00, time=2025-04-16 11:18:15 
jj1 = 909, max_th = 1.374083e+00, time=2025-04-16 11:20:13 
jj1 = 900, max_th = 1.963421e+00, time=2025-04-16 11:21:32 
jj1 = 947, max_th = 2.075697e+00, time=2025-04-16 11:23:46 
jj1 = 839, max_th = 1.682439e+00, time=2025-04-16 11:23:59 
jj1 = 946, max_th = 2.738579e+00, time=2025-04-16 11:32:20 
jj1 = 819, max_th = 1.778581e+00, time=2025-04-16 11:35:13 
jj1 = 933, max_th = 2.309975e+00, time=2025-04-16 11:36:57 
jj1 = 882, max_th = 2.435826e+00, time=2025-04-16 11:39:12 
jj1 = 869, max_th = 1.632214e+00, time=2025-04-16 11:40:00 
jj1 = 849, max_th = 2.038152e+00, time=2025-04-16 11:41:19 
jj1 = 899, max_th = 1.606224e+00, time=2025-04-16 11:42:51 
jj1 = 905, max_th = 1.666018e+00, time=2025-04-16 11:42:58 
jj1 = 928, max_th = 3.062063e+00, time=2025-04-16 11:44:05 
jj1 = 951, max_th = 1.915974e+00, time=2025-04-16 11:44:21 
jj1 = 960, max_th = 2.004702e+00, time=2025-04-16 11:45:37 
jj1 = 915, max_th = 2.021419e+00, time=2025-04-16 11:47:21 
jj1 = 881, max_th = 2.759796e+00, time=2025-04-16 11:49:16 
jj1 = 923, max_th = 1.829026e+00, time=2025-04-16 11:50:43 
jj1 = 959, max_th = 1.059887e+00, time=2025-04-16 11:53:02 
jj1 = 943, max_th = 2.516258e+00, time=2025-04-16 11:53:12 
jj1 = 938, max_th = 1.385986e+00, time=2025-04-16 11:53:51 
jj1 = 964, max_th = 2.671258e+00, time=2025-04-16 11:55:24 
jj1 = 945, max_th = 1.792947e+00, time=2025-04-16 11:57:15 
jj1 = 950, max_th = 2.619332e+00, time=2025-04-16 11:58:05 
jj1 = 942, max_th = 1.149532e+00, time=2025-04-16 11:59:28 
jj1 = 932, max_th = 2.362386e+00, time=2025-04-16 11:59:39 
jj1 = 937, max_th = 2.686475e+00, time=2025-04-16 12:04:18 
jj1 = 941, max_th = 9.455557e-01, time=2025-04-16 12:05:30 
jj1 = 949, max_th = 2.646164e+00, time=2025-04-16 12:08:02 
jj1 = 927, max_th = 2.136391e+00, time=2025-04-16 12:10:09 
jj1 = 931, max_th = 1.283027e+00, time=2025-04-16 12:11:43 
jj1 = 944, max_th = 2.574550e+00, time=2025-04-16 12:11:55 
jj1 = 904, max_th = 2.275618e+00, time=2025-04-16 12:11:54 
jj1 = 958, max_th = 2.149754e+00, time=2025-04-16 12:12:11 
jj1 = 922, max_th = 2.314740e+00, time=2025-04-16 12:13:05 
jj1 = 914, max_th = 2.019527e+00, time=2025-04-16 12:17:12 
jj1 = 880, max_th = 1.815058e+00, time=2025-04-16 12:19:43 
jj1 = 963, max_th = 1.684242e+00, time=2025-04-16 12:20:17 
jj1 = 940, max_th = 1.689296e+00, time=2025-04-16 12:29:37 
jj1 = 926, max_th = 2.355366e+00, time=2025-04-16 12:30:36 
jj1 = 936, max_th = 1.821747e+00, time=2025-04-16 12:33:53 
jj1 = 930, max_th = 2.265055e+00, time=2025-04-16 12:35:17 
jj1 = 957, max_th = 1.973207e+00, time=2025-04-16 12:36:28 
jj1 = 972, max_th = 2.183574e+00, time=2025-04-16 12:38:40 
jj1 = 984, max_th = 1.966024e+00, time=2025-04-16 12:39:40 
jj1 = 968, max_th = 2.254900e+00, time=2025-04-16 12:40:03 
jj1 = 879, max_th = 1.704785e+00, time=2025-04-16 12:41:16 
jj1 = 976, max_th = 1.959816e+00, time=2025-04-16 12:42:35 
jj1 = 988, max_th = 1.194130e+00, time=2025-04-16 12:44:11 
jj1 = 921, max_th = 1.984023e+00, time=2025-04-16 12:44:58 
jj1 = 962, max_th = 2.069397e+00, time=2025-04-16 12:50:23 
jj1 = 967, max_th = 2.615753e+00, time=2025-04-16 12:53:59 
jj1 = 961, max_th = 2.868065e+00, time=2025-04-16 12:55:53 
jj1 = 956, max_th = 2.250259e+00, time=2025-04-16 12:57:20 
jj1 = 925, max_th = 1.674690e+00, time=2025-04-16 12:57:24 
jj1 = 939, max_th = 2.026279e+00, time=2025-04-16 12:59:47 
jj1 = 929, max_th = 2.225341e+00, time=2025-04-16 13:03:26 
jj1 = 983, max_th = 2.425277e+00, time=2025-04-16 13:04:18 
jj1 = 971, max_th = 2.226566e+00, time=2025-04-16 13:05:55 
jj1 = 975, max_th = 1.755288e+00, time=2025-04-16 13:07:59 
jj1 = 987, max_th = 1.507804e+00, time=2025-04-16 13:08:01 
jj1 = 920, max_th = 1.712922e+00, time=2025-04-16 13:08:59 
jj1 = 935, max_th = 2.023565e+00, time=2025-04-16 13:09:45 
jj1 = 966, max_th = 1.496566e+00, time=2025-04-16 13:11:13 
jj1 = 924, max_th = 2.621768e+00, time=2025-04-16 13:11:36 
jj1 = 999, max_th = 1.595717e+00, time=2025-04-16 13:15:04 
jj1 = 955, max_th = 2.371541e+00, time=2025-04-16 13:15:36 
jj1 = 982, max_th = 1.306778e+00, time=2025-04-16 13:19:37 
jj1 = 980, max_th = 1.677122e+00, time=2025-04-16 13:27:39 
jj1 = 998, max_th = 2.461224e+00, time=2025-04-16 13:28:41 
jj1 = 996, max_th = 1.870964e+00, time=2025-04-16 13:28:59 
jj1 = 970, max_th = 2.111299e+00, time=2025-04-16 13:29:05 
jj1 = 954, max_th = 2.466492e+00, time=2025-04-16 13:31:01 
jj1 = 934, max_th = 1.758826e+00, time=2025-04-16 13:32:53 
jj1 = 986, max_th = 2.184226e+00, time=2025-04-16 13:32:54 
jj1 = 965, max_th = 1.952637e+00, time=2025-04-16 13:33:40 
jj1 = 974, max_th = 2.140758e+00, time=2025-04-16 13:35:30 
jj1 = 981, max_th = 1.561499e+00, time=2025-04-16 13:36:48 
jj1 = 985, max_th = 1.133336e+00, time=2025-04-16 13:39:00 
jj1 = 919, max_th = 1.666493e+00, time=2025-04-16 13:39:03 
jj1 = 969, max_th = 1.857546e+00, time=2025-04-16 13:43:23 
jj1 = 992, max_th = 2.832360e+00, time=2025-04-16 13:44:51 
jj1 = 1000, max_th = 2.674320e+00, time=2025-04-16 13:45:46 
jj1 = 995, max_th = 2.088568e+00, time=2025-04-16 13:46:51 
jj1 = 979, max_th = 2.096811e+00, time=2025-04-16 13:47:16 
jj1 = 973, max_th = 2.409891e+00, time=2025-04-16 13:49:39 
jj1 = 953, max_th = 1.765154e+00, time=2025-04-16 13:49:44 
jj1 = 997, max_th = 1.872328e+00, time=2025-04-16 13:52:00 
jj1 = 991, max_th = 2.210080e+00, time=2025-04-16 13:55:33 
jj1 = 994, max_th = 1.478939e+00, time=2025-04-16 13:55:53 
jj1 = 993, max_th = 2.634938e+00, time=2025-04-16 14:01:10 
jj1 = 978, max_th = 1.982983e+00, time=2025-04-16 14:05:00 
jj1 = 990, max_th = 2.113649e+00, time=2025-04-16 14:07:37 
jj1 = 977, max_th = 2.575055e+00, time=2025-04-16 14:10:37 
jj1 = 989, max_th = 2.115888e+00, time=2025-04-16 14:17:07 
>> >> >> >> >> >> >> >> >> 
