MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
                  R2021b (9.11.0.1769968) 64-bit (glnxa64)
                             September 17, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
[Warning: A task was unexpectedly found in state: Unavailable.] 
[> In parallel.cluster.Local/deriveJobStateFromTasks (line 29)
In parallel.cluster/Local/getJobState (line 174)
In parallel.cluster/CJSCluster/hGetJobState (line 375)
In parallel.internal.cluster/CJSJobMixin/hGetStateEnum (line 175)
In parallel/Job/get.StateEnum (line 247)
In parallel/Job/get.State (line 239)
In parallel.internal.customattr.CustomGetSet>iVectorisedGetHelper (line 128)
In parallel.internal.customattr.CustomGetSet>@(a,b,c)iVectorisedGetHelper(obj,a,b,c) (line 102)
In parallel.internal.customattr/CustomGetSet/doVectorisedGet (line 103)
In parallel.internal.customattr/CustomGetSet/hVectorisedGet (line 76)
In parallel.internal.customattr.GetSetImpl>iAccessProperties (line 322)
In parallel.internal.customattr.GetSetImpl>iGetAllPropertiesVec (line 264)
In parallel.internal.customattr/GetSetImpl/getImpl (line 133)
In parallel.internal.customattr.CustomGetSet>iHetFunGetFunction (line 154)
In parallel.internal.customattr.CustomGetSet>@(o)iHetFunGetFunction(o,props) (line 139)
In parallel.internal.cluster.hetfun (line 46)
In parallel.internal.customattr.CustomGetSet>iHetFunGetProperty (line 139)
In parallel.internal.customattr/CustomGetSet/get (line 38)
In parallel.internal.pool/AbstractInteractiveClient/pRemoveOldJobs (line 211)
In parallel.internal.pool/AbstractInteractiveClient/start (line 103)
In parallel.internal.pool.AbstractClusterPool>iStartClient (line 831)
In parallel.internal.pool/AbstractClusterPool/hBuildPool (line 585)
In parallel.internal.pool.doParpool (line 22)
In parpool (line 123)
In parallel.internal.parpool.getOrCreateCurrentPool (line 17)
In parallel.internal.pool/PoolArrayManager/getOrAutoCreateWithCleanup (line 44)
In pctTryCreatePoolIfNecessary (line 28)
In parallel_function (line 423)] 
Connected to the parallel pool (number of workers: 12).
jj1 = 30, max_th = -5.821075e-01, time=2025-04-07 16:20:51 
jj1 = 644, max_th = 2.016749e+00, time=2025-04-08 08:33:26 
jj1 = 572, max_th = 2.201723e+00, time=2025-04-08 08:34:20 
jj1 = 678, max_th = 1.732951e+00, time=2025-04-08 08:35:04 
jj1 = 741, max_th = 1.828867e+00, time=2025-04-08 08:35:18 
jj1 = 659, max_th = 1.676444e+00, time=2025-04-08 08:37:00 
jj1 = 616, max_th = 2.530286e+00, time=2025-04-08 08:38:38 
jj1 = 558, max_th = 1.833825e+00, time=2025-04-08 08:39:16 
jj1 = 677, max_th = 2.822554e+00, time=2025-04-08 08:42:00 
jj1 = 591, max_th = 2.490558e+00, time=2025-04-08 08:43:51 
jj1 = 719, max_th = 2.067667e+00, time=2025-04-08 08:44:41 
jj1 = 693, max_th = 1.943317e+00, time=2025-04-08 08:46:14 
jj1 = 758, max_th = 2.221014e+00, time=2025-04-08 08:49:43 
jj1 = 615, max_th = 3.048520e+00, time=2025-04-08 08:49:50 
jj1 = 718, max_th = 2.732799e+00, time=2025-04-08 08:50:43 
jj1 = 590, max_th = 2.794212e+00, time=2025-04-08 08:51:24 
jj1 = 717, max_th = 3.069623e+00, time=2025-04-08 08:51:34 
jj1 = 571, max_th = 2.153232e+00, time=2025-04-08 08:52:40 
jj1 = 740, max_th = 2.309044e+00, time=2025-04-08 08:53:39 
jj1 = 676, max_th = 1.277293e+00, time=2025-04-08 08:53:48 
jj1 = 643, max_th = 2.197974e+00, time=2025-04-08 08:53:53 
jj1 = 557, max_th = 2.430067e+00, time=2025-04-08 08:56:58 
jj1 = 531, max_th = 1.843676e+00, time=2025-04-08 09:00:15 
jj1 = 614, max_th = 2.353068e+00, time=2025-04-08 09:05:59 
jj1 = 675, max_th = 1.898676e+00, time=2025-04-08 09:09:43 
jj1 = 757, max_th = 2.256385e+00, time=2025-04-08 09:09:58 
jj1 = 716, max_th = 1.722785e+00, time=2025-04-08 09:10:33 
jj1 = 589, max_th = 1.944065e+00, time=2025-04-08 09:11:05 
jj1 = 570, max_th = 1.721985e+00, time=2025-04-08 09:13:20 
jj1 = 692, max_th = 1.041428e-01, time=2025-04-08 09:14:59 
jj1 = 642, max_th = 1.679861e+00, time=2025-04-08 09:16:05 
jj1 = 674, max_th = 1.284102e+00, time=2025-04-08 09:18:32 
jj1 = 530, max_th = 1.576921e+00, time=2025-04-08 09:19:09 
jj1 = 739, max_th = 1.967334e+00, time=2025-04-08 09:19:11 
jj1 = 613, max_th = 1.487191e+00, time=2025-04-08 09:20:37 
jj1 = 715, max_th = 2.570888e+00, time=2025-04-08 09:23:08 
jj1 = 529, max_th = 2.995719e+00, time=2025-04-08 09:23:36 
jj1 = 658, max_th = 1.418731e+00, time=2025-04-08 09:28:03 
jj1 = 556, max_th = 1.404179e+00, time=2025-04-08 09:28:25 
jj1 = 756, max_th = 1.590048e+00, time=2025-04-08 09:29:07 
jj1 = 555, max_th = 3.730650e-01, time=2025-04-08 09:30:14 
jj1 = 569, max_th = 1.528026e+00, time=2025-04-08 09:30:34 
jj1 = 738, max_th = 1.404898e+00, time=2025-04-08 09:30:56 
jj1 = 798, max_th = 1.667037e+00, time=2025-04-08 09:32:45 
jj1 = 554, max_th = -2.761183e-01, time=2025-04-08 09:35:42 
jj1 = 737, max_th = 2.863163e+00, time=2025-04-08 09:37:15 
jj1 = 778, max_th = 1.127399e+00, time=2025-04-08 09:39:32 
jj1 = 691, max_th = 1.873117e+00, time=2025-04-08 09:39:59 
jj1 = 641, max_th = 2.005668e+00, time=2025-04-08 09:40:10 
jj1 = 612, max_th = 2.042176e+00, time=2025-04-08 09:40:56 
jj1 = 673, max_th = 2.174796e+00, time=2025-04-08 09:42:27 
jj1 = 788, max_th = 1.606582e+00, time=2025-04-08 09:46:08 
jj1 = 714, max_th = 1.889910e+00, time=2025-04-08 09:46:30 
jj1 = 755, max_th = 2.200490e+00, time=2025-04-08 09:46:38 
jj1 = 797, max_th = 2.300839e+00, time=2025-04-08 09:47:07 
jj1 = 736, max_th = 2.624990e+00, time=2025-04-08 09:48:13 
jj1 = 657, max_th = 2.569825e+00, time=2025-04-08 09:48:28 
jj1 = 553, max_th = 2.384941e+00, time=2025-04-08 09:52:30 
jj1 = 611, max_th = 2.571927e+00, time=2025-04-08 09:53:43 
jj1 = 672, max_th = 1.466249e+00, time=2025-04-08 09:57:18 
jj1 = 690, max_th = 1.948912e+00, time=2025-04-08 09:57:41 
jj1 = 796, max_th = 1.165754e+00, time=2025-04-08 09:58:10 
jj1 = 610, max_th = 1.228383e+00, time=2025-04-08 10:02:00 
jj1 = 787, max_th = 2.297468e+00, time=2025-04-08 10:04:44 
jj1 = 735, max_th = 2.410361e+00, time=2025-04-08 10:05:12 
jj1 = 640, max_th = 2.113223e+00, time=2025-04-08 10:05:35 
jj1 = 777, max_th = 1.871991e+00, time=2025-04-08 10:07:12 
jj1 = 656, max_th = 1.804714e+00, time=2025-04-08 10:08:28 
jj1 = 795, max_th = 1.125372e+00, time=2025-04-08 10:08:46 
jj1 = 713, max_th = 1.914571e+00, time=2025-04-08 10:11:21 
jj1 = 754, max_th = 1.968387e+00, time=2025-04-08 10:12:53 
jj1 = 609, max_th = 1.477866e+00, time=2025-04-08 10:13:48 
jj1 = 689, max_th = 1.366155e+00, time=2025-04-08 10:14:09 
jj1 = 734, max_th = 1.321227e+00, time=2025-04-08 10:15:07 
jj1 = 552, max_th = 2.115821e+00, time=2025-04-08 10:16:31 
jj1 = 639, max_th = 1.783198e+00, time=2025-04-08 10:19:21 
jj1 = 671, max_th = 2.213405e+00, time=2025-04-08 10:19:26 
jj1 = 786, max_th = -7.818965e-02, time=2025-04-08 10:25:30 
jj1 = 794, max_th = 2.367955e+00, time=2025-04-08 10:27:52 
jj1 = 712, max_th = 2.171011e+00, time=2025-04-08 10:31:30 
jj1 = 776, max_th = 1.976412e+00, time=2025-04-08 10:32:54 
jj1 = 793, max_th = 1.011832e+00, time=2025-04-08 10:33:02 
jj1 = 733, max_th = 2.233155e+00, time=2025-04-08 10:33:52 
jj1 = 655, max_th = 1.842708e+00, time=2025-04-08 10:34:58 
jj1 = 818, max_th = 1.646664e+00, time=2025-04-08 10:35:07 
jj1 = 808, max_th = 1.772921e+00, time=2025-04-08 10:35:57 
jj1 = 753, max_th = 1.844871e+00, time=2025-04-08 10:36:09 
jj1 = 551, max_th = 2.303602e+00, time=2025-04-08 10:39:04 
jj1 = 670, max_th = 2.091716e+00, time=2025-04-08 10:40:24 
jj1 = 792, max_th = 1.065343e+00, time=2025-04-08 10:41:10 
jj1 = 638, max_th = 1.946648e+00, time=2025-04-08 10:42:17 
jj1 = 775, max_th = 1.551094e+00, time=2025-04-08 10:46:02 
jj1 = 711, max_th = 2.339903e+00, time=2025-04-08 10:50:16 
jj1 = 785, max_th = 2.009530e+00, time=2025-04-08 10:50:28 
jj1 = 732, max_th = 2.621902e+00, time=2025-04-08 10:50:34 
jj1 = 752, max_th = 1.718238e+00, time=2025-04-08 10:51:46 
jj1 = 807, max_th = 2.303148e+00, time=2025-04-08 10:52:30 
jj1 = 654, max_th = 2.296903e+00, time=2025-04-08 10:52:54 
jj1 = 817, max_th = 2.510571e+00, time=2025-04-08 10:53:09 
jj1 = 637, max_th = 1.478799e+00, time=2025-04-08 10:54:02 
jj1 = 710, max_th = -1.301716e+00, time=2025-04-08 10:54:04 
jj1 = 653, max_th = 6.986563e-01, time=2025-04-08 10:55:00 
jj1 = 774, max_th = 1.311900e+00, time=2025-04-08 10:58:45 
jj1 = 669, max_th = 1.616494e+00, time=2025-04-08 10:58:52 
jj1 = 816, max_th = 2.758592e+00, time=2025-04-08 10:59:55 
jj1 = 550, max_th = 2.170110e+00, time=2025-04-08 11:01:01 
jj1 = 815, max_th = 7.728960e-01, time=2025-04-08 11:01:55 
jj1 = 731, max_th = 1.354792e+00, time=2025-04-08 11:02:51 
jj1 = 791, max_th = 1.961514e+00, time=2025-04-08 11:04:14 
jj1 = 784, max_th = 1.766269e+00, time=2025-04-08 11:06:25 
jj1 = 858, max_th = 2.647354e+00, time=2025-04-08 11:08:18 
jj1 = 806, max_th = 1.439149e+00, time=2025-04-08 11:09:05 
jj1 = 751, max_th = 2.227115e+00, time=2025-04-08 11:11:08 
jj1 = 730, max_th = 2.656559e+00, time=2025-04-08 11:11:28 
jj1 = 773, max_th = 2.154945e+00, time=2025-04-08 11:11:38 
jj1 = 652, max_th = 2.003503e+00, time=2025-04-08 11:16:40 
jj1 = 729, max_th = 3.357293e+00, time=2025-04-08 11:16:59 
jj1 = 636, max_th = 2.246981e+00, time=2025-04-08 11:18:32 
jj1 = 709, max_th = 1.777744e+00, time=2025-04-08 11:20:00 
jj1 = 828, max_th = 7.641197e-01, time=2025-04-08 11:22:48 
jj1 = 549, max_th = 1.957246e+00, time=2025-04-08 11:24:04 
jj1 = 805, max_th = 2.459650e+00, time=2025-04-08 11:24:33 
jj1 = 790, max_th = 1.722434e+00, time=2025-04-08 11:25:56 
jj1 = 814, max_th = 2.039013e+00, time=2025-04-08 11:26:04 
jj1 = 804, max_th = 7.178922e-01, time=2025-04-08 11:27:18 
jj1 = 772, max_th = 1.485382e+00, time=2025-04-08 11:29:06 
jj1 = 783, max_th = 2.154782e+00, time=2025-04-08 11:29:40 
jj1 = 750, max_th = 1.801605e+00, time=2025-04-08 11:31:12 
jj1 = 771, max_th = 8.560279e-01, time=2025-04-08 11:32:23 
jj1 = 749, max_th = -4.424343e-02, time=2025-04-08 11:32:28 
jj1 = 803, max_th = 2.841211e+00, time=2025-04-08 11:34:01 
jj1 = 868, max_th = 8.911874e-01, time=2025-04-08 11:37:15 
jj1 = 857, max_th = 2.268554e+00, time=2025-04-08 11:37:22 
jj1 = 878, max_th = 1.878232e+00, time=2025-04-08 11:39:52 
jj1 = 813, max_th = 2.513606e+00, time=2025-04-08 11:41:28 
jj1 = 651, max_th = 1.988198e+00, time=2025-04-08 11:41:28 
jj1 = 635, max_th = 2.286856e+00, time=2025-04-08 11:41:32 
jj1 = 848, max_th = 2.354673e+00, time=2025-04-08 11:42:44 
jj1 = 770, max_th = 1.127394e+00, time=2025-04-08 11:43:58 
jj1 = 827, max_th = 1.681215e+00, time=2025-04-08 11:46:58 
jj1 = 802, max_th = 1.419607e+00, time=2025-04-08 11:47:13 
jj1 = 789, max_th = 2.092021e+00, time=2025-04-08 11:49:00 
jj1 = 801, max_th = 2.921379e+00, time=2025-04-08 11:49:37 
jj1 = 867, max_th = 1.443251e+00, time=2025-04-08 11:50:20 
jj1 = 782, max_th = 1.605644e+00, time=2025-04-08 11:52:27 
jj1 = 769, max_th = 2.662207e+00, time=2025-04-08 11:53:35 
jj1 = 812, max_th = 2.486145e+00, time=2025-04-08 11:54:07 
jj1 = 781, max_th = 2.783586e+00, time=2025-04-08 11:58:11 
jj1 = 800, max_th = 1.332645e+00, time=2025-04-08 11:59:47 
jj1 = 634, max_th = 1.651428e+00, time=2025-04-08 12:00:10 
jj1 = 847, max_th = 1.563609e+00, time=2025-04-08 12:00:18 
jj1 = 866, max_th = 1.340113e+00, time=2025-04-08 12:00:56 
jj1 = 877, max_th = 1.623323e+00, time=2025-04-08 12:01:21 
jj1 = 856, max_th = 2.114536e+00, time=2025-04-08 12:01:55 
jj1 = 650, max_th = 2.232244e+00, time=2025-04-08 12:05:43 
jj1 = 826, max_th = 2.156030e+00, time=2025-04-08 12:08:23 
jj1 = 903, max_th = 2.460524e+00, time=2025-04-08 12:08:25 
jj1 = 902, max_th = 2.342777e-01, time=2025-04-08 12:08:41 
jj1 = 649, max_th = 2.980693e+00, time=2025-04-08 12:10:19 
jj1 = 893, max_th = 2.120791e+00, time=2025-04-08 12:11:34 
jj1 = 838, max_th = 9.665021e-01, time=2025-04-08 12:12:27 
jj1 = 811, max_th = 1.762070e+00, time=2025-04-08 12:14:38 
jj1 = 865, max_th = 1.368845e+00, time=2025-04-08 12:15:25 
jj1 = 846, max_th = 1.636324e+00, time=2025-04-08 12:18:00 
jj1 = 855, max_th = 2.001269e+00, time=2025-04-08 12:19:38 
jj1 = 799, max_th = 2.377020e+00, time=2025-04-08 12:20:15 
jj1 = 780, max_th = 2.156715e+00, time=2025-04-08 12:22:40 
jj1 = 825, max_th = 2.469415e+00, time=2025-04-08 12:23:38 
jj1 = 824, max_th = 1.290565e+00, time=2025-04-08 12:29:09 
jj1 = 633, max_th = 2.172377e+00, time=2025-04-08 12:30:26 
jj1 = 901, max_th = 2.324719e+00, time=2025-04-08 12:30:43 
jj1 = 876, max_th = 1.930492e+00, time=2025-04-08 12:32:47 
jj1 = 913, max_th = 2.575744e+00, time=2025-04-08 12:32:50 
jj1 = 837, max_th = 2.207296e+00, time=2025-04-08 12:33:32 
jj1 = 823, max_th = 2.751984e+00, time=2025-04-08 12:35:33 
jj1 = 845, max_th = 2.420186e+00, time=2025-04-08 12:38:21 
jj1 = 810, max_th = 1.725629e+00, time=2025-04-08 12:38:44 
jj1 = 854, max_th = 2.235623e+00, time=2025-04-08 12:38:49 
jj1 = 892, max_th = 1.955624e+00, time=2025-04-08 12:38:56 
jj1 = 836, max_th = 9.968444e-01, time=2025-04-08 12:39:07 
jj1 = 864, max_th = 2.025712e+00, time=2025-04-08 12:41:48 
jj1 = 875, max_th = 1.442450e+00, time=2025-04-08 12:45:46 
jj1 = 779, max_th = 1.553804e+00, time=2025-04-08 12:47:21 
jj1 = 632, max_th = 1.898350e+00, time=2025-04-08 12:48:41 
jj1 = 853, max_th = 2.816535e+00, time=2025-04-08 12:49:37 
jj1 = 900, max_th = 2.086957e+00, time=2025-04-08 12:55:25 
jj1 = 844, max_th = 1.683426e+00, time=2025-04-08 12:57:18 
jj1 = 898, max_th = 1.354757e+00, time=2025-04-08 12:57:55 
jj1 = 912, max_th = 2.157275e+00, time=2025-04-08 12:58:37 
jj1 = 835, max_th = 1.370786e+00, time=2025-04-08 12:58:52 
jj1 = 822, max_th = 2.075662e+00, time=2025-04-08 13:00:14 
jj1 = 809, max_th = 1.861170e+00, time=2025-04-08 13:02:11 
jj1 = 911, max_th = 1.150334e+00, time=2025-04-08 13:02:33 
jj1 = 874, max_th = 2.619174e+00, time=2025-04-08 13:03:09 
jj1 = 631, max_th = 1.380546e+00, time=2025-04-08 13:03:18 
jj1 = 863, max_th = 2.180671e+00, time=2025-04-08 13:04:39 
jj1 = 891, max_th = 2.280690e+00, time=2025-04-08 13:04:45 
jj1 = 852, max_th = 1.655005e+00, time=2025-04-08 13:04:59 
jj1 = 897, max_th = 2.546461e+00, time=2025-04-08 13:06:05 
jj1 = 910, max_th = 1.246084e+00, time=2025-04-08 13:07:28 
jj1 = 908, max_th = 3.759704e+00, time=2025-04-08 13:09:07 
jj1 = 899, max_th = 1.484953e+00, time=2025-04-08 13:12:28 
jj1 = 843, max_th = 1.547211e+00, time=2025-04-08 13:16:02 
jj1 = 630, max_th = 1.408294e+00, time=2025-04-08 13:16:53 
jj1 = 821, max_th = 2.145845e+00, time=2025-04-08 13:20:19 
jj1 = 896, max_th = 1.636578e+00, time=2025-04-08 13:22:19 
jj1 = 909, max_th = 1.448651e+00, time=2025-04-08 13:25:05 
jj1 = 890, max_th = 2.051753e+00, time=2025-04-08 13:25:56 
jj1 = 834, max_th = 1.983542e+00, time=2025-04-08 13:26:37 
jj1 = 833, max_th = 7.129535e-01, time=2025-04-08 13:28:24 
jj1 = 873, max_th = 1.764553e+00, time=2025-04-08 13:29:27 
jj1 = 948, max_th = 1.695717e+00, time=2025-04-08 13:30:02 
jj1 = 851, max_th = 2.268173e+00, time=2025-04-08 13:30:12 
jj1 = 862, max_th = 1.789088e+00, time=2025-04-08 13:31:38 
jj1 = 907, max_th = 1.588061e+00, time=2025-04-08 13:31:44 
jj1 = 629, max_th = 2.444915e+00, time=2025-04-08 13:33:32 
jj1 = 842, max_th = 1.846442e+00, time=2025-04-08 13:38:51 
jj1 = 820, max_th = 1.881813e+00, time=2025-04-08 13:39:36 
jj1 = 947, max_th = 1.546272e+00, time=2025-04-08 13:42:15 
jj1 = 889, max_th = 1.852672e+00, time=2025-04-08 13:46:06 
jj1 = 895, max_th = 2.306921e+00, time=2025-04-08 13:48:37 
jj1 = 850, max_th = 1.532087e+00, time=2025-04-08 13:48:42 
jj1 = 861, max_th = 2.395554e+00, time=2025-04-08 13:51:39 
jj1 = 832, max_th = 1.935684e+00, time=2025-04-08 13:52:57 
jj1 = 872, max_th = 2.108015e+00, time=2025-04-08 13:53:19 
jj1 = 946, max_th = 1.698912e+00, time=2025-04-08 13:54:07 
jj1 = 956, max_th = 1.855854e+00, time=2025-04-08 13:55:09 
jj1 = 888, max_th = 1.910473e+00, time=2025-04-08 13:55:37 
jj1 = 943, max_th = 2.767701e+00, time=2025-04-08 13:56:36 
jj1 = 906, max_th = 1.882928e+00, time=2025-04-08 13:57:03 
jj1 = 841, max_th = 1.713218e+00, time=2025-04-08 14:00:49 
jj1 = 871, max_th = 2.805753e+00, time=2025-04-08 14:03:07 
jj1 = 860, max_th = 2.682353e+00, time=2025-04-08 14:04:27 
jj1 = 819, max_th = 2.353529e+00, time=2025-04-08 14:05:17 
jj1 = 870, max_th = 1.270253e+00, time=2025-04-08 14:08:22 
jj1 = 955, max_th = 2.680674e+00, time=2025-04-08 14:11:23 
jj1 = 894, max_th = 1.701055e+00, time=2025-04-08 14:11:58 
jj1 = 831, max_th = 2.394146e+00, time=2025-04-08 14:12:58 
jj1 = 849, max_th = 2.133703e+00, time=2025-04-08 14:14:19 
jj1 = 942, max_th = 1.315486e+00, time=2025-04-08 14:15:09 
jj1 = 887, max_th = 1.748729e+00, time=2025-04-08 14:15:55 
jj1 = 928, max_th = 2.637907e+00, time=2025-04-08 14:19:16 
jj1 = 918, max_th = 2.847608e+00, time=2025-04-08 14:19:52 
jj1 = 905, max_th = 2.371115e+00, time=2025-04-08 14:20:42 
jj1 = 945, max_th = 2.058140e+00, time=2025-04-08 14:24:44 
jj1 = 869, max_th = 1.599840e+00, time=2025-04-08 14:25:07 
jj1 = 886, max_th = 2.512236e+00, time=2025-04-08 14:26:18 
jj1 = 840, max_th = 1.903163e+00, time=2025-04-08 14:27:28 
jj1 = 923, max_th = 7.649616e-01, time=2025-04-08 14:29:16 
jj1 = 830, max_th = 1.640741e+00, time=2025-04-08 14:30:40 
jj1 = 859, max_th = 1.953194e+00, time=2025-04-08 14:32:25 
jj1 = 938, max_th = 3.059414e+00, time=2025-04-08 14:34:57 
jj1 = 960, max_th = 1.540327e+00, time=2025-04-08 14:35:55 
jj1 = 954, max_th = 1.615592e+00, time=2025-04-08 14:37:50 
jj1 = 885, max_th = 2.744824e+00, time=2025-04-08 14:38:07 
jj1 = 937, max_th = 2.919959e+00, time=2025-04-08 14:38:43 
jj1 = 959, max_th = 2.969588e+00, time=2025-04-08 14:42:59 
jj1 = 829, max_th = 1.357264e+00, time=2025-04-08 14:43:26 
jj1 = 927, max_th = 2.260431e+00, time=2025-04-08 14:44:30 
jj1 = 917, max_th = 1.706575e+00, time=2025-04-08 14:44:41 
jj1 = 839, max_th = 1.239041e+00, time=2025-04-08 14:45:56 
jj1 = 884, max_th = 2.778327e+00, time=2025-04-08 14:48:02 
jj1 = 904, max_th = 1.806780e+00, time=2025-04-08 14:48:14 
jj1 = 916, max_th = 1.047549e+00, time=2025-04-08 14:52:38 
jj1 = 941, max_th = 1.870308e+00, time=2025-04-08 14:52:46 
jj1 = 944, max_th = 1.864424e+00, time=2025-04-08 14:54:20 
jj1 = 922, max_th = 2.092427e+00, time=2025-04-08 14:58:21 
jj1 = 953, max_th = 1.509892e+00, time=2025-04-08 14:59:14 
jj1 = 883, max_th = 1.301940e+00, time=2025-04-08 15:00:21 
jj1 = 936, max_th = 2.378424e+00, time=2025-04-08 15:02:19 
jj1 = 926, max_th = 2.209483e+00, time=2025-04-08 15:07:30 
jj1 = 952, max_th = 1.764074e+00, time=2025-04-08 15:10:05 
jj1 = 958, max_th = 1.817929e+00, time=2025-04-08 15:10:55 
jj1 = 933, max_th = 2.190426e+00, time=2025-04-08 15:14:25 
jj1 = 957, max_th = 8.083682e-01, time=2025-04-08 15:14:32 
jj1 = 964, max_th = 2.137131e+00, time=2025-04-08 15:15:16 
jj1 = 963, max_th = 8.117814e-01, time=2025-04-08 15:19:00 
jj1 = 882, max_th = 1.562985e+00, time=2025-04-08 15:20:11 
jj1 = 915, max_th = 1.930086e+00, time=2025-04-08 15:20:42 
jj1 = 921, max_th = 2.417208e+00, time=2025-04-08 15:21:18 
jj1 = 935, max_th = 2.516921e+00, time=2025-04-08 15:22:22 
jj1 = 968, max_th = 1.857903e+00, time=2025-04-08 15:25:12 
jj1 = 940, max_th = 1.987322e+00, time=2025-04-08 15:27:32 
jj1 = 972, max_th = 1.723416e+00, time=2025-04-08 15:27:46 
jj1 = 881, max_th = 9.992984e-01, time=2025-04-08 15:27:57 
jj1 = 951, max_th = 2.346359e+00, time=2025-04-08 15:32:15 
jj1 = 914, max_th = 9.442599e-01, time=2025-04-08 15:35:38 
jj1 = 880, max_th = 2.717081e+00, time=2025-04-08 15:38:15 
jj1 = 920, max_th = 1.331799e+00, time=2025-04-08 15:38:26 
jj1 = 925, max_th = 1.962851e+00, time=2025-04-08 15:40:41 
jj1 = 967, max_th = 1.422011e+00, time=2025-04-08 15:42:26 
jj1 = 988, max_th = 2.075571e+00, time=2025-04-08 15:44:31 
jj1 = 932, max_th = 1.988287e+00, time=2025-04-08 15:45:52 
jj1 = 962, max_th = 1.816922e+00, time=2025-04-08 15:46:18 
jj1 = 950, max_th = 2.473776e+00, time=2025-04-08 15:49:20 
jj1 = 939, max_th = 2.239836e+00, time=2025-04-08 15:52:39 
jj1 = 934, max_th = 2.071630e+00, time=2025-04-08 15:52:58 
jj1 = 992, max_th = 2.475214e+00, time=2025-04-08 15:53:40 
jj1 = 879, max_th = 1.638268e+00, time=2025-04-08 15:58:47 
jj1 = 971, max_th = 1.869413e+00, time=2025-04-08 15:59:35 
jj1 = 924, max_th = 1.949395e+00, time=2025-04-08 15:59:49 
jj1 = 970, max_th = 3.075713e+00, time=2025-04-08 16:02:04 
jj1 = 980, max_th = 1.437195e+00, time=2025-04-08 16:02:05 
jj1 = 919, max_th = 2.046312e+00, time=2025-04-08 16:02:27 
jj1 = 987, max_th = 1.628315e+00, time=2025-04-08 16:04:17 
jj1 = 961, max_th = 1.801079e+00, time=2025-04-08 16:05:39 
jj1 = 966, max_th = 2.077347e+00, time=2025-04-08 16:05:43 
jj1 = 949, max_th = 1.936754e+00, time=2025-04-08 16:08:17 
jj1 = 1000, max_th = 2.914123e+00, time=2025-04-08 16:09:50 
jj1 = 931, max_th = 1.870542e+00, time=2025-04-08 16:12:01 
jj1 = 996, max_th = 1.337757e+00, time=2025-04-08 16:12:26 
jj1 = 997, max_th = 1.494760e+00, time=2025-04-08 16:14:02 
jj1 = 979, max_th = 2.350628e+00, time=2025-04-08 16:16:02 
jj1 = 976, max_th = 2.373116e+00, time=2025-04-08 16:16:30 
jj1 = 986, max_th = 2.491949e+00, time=2025-04-08 16:17:02 
jj1 = 991, max_th = 2.309187e+00, time=2025-04-08 16:17:24 
jj1 = 975, max_th = 2.911776e+00, time=2025-04-08 16:19:00 
jj1 = 965, max_th = 2.341579e+00, time=2025-04-08 16:23:11 
jj1 = 995, max_th = 2.511196e+00, time=2025-04-08 16:24:29 
jj1 = 969, max_th = 2.181979e+00, time=2025-04-08 16:28:41 
jj1 = 930, max_th = 2.373408e+00, time=2025-04-08 16:28:41 
jj1 = 998, max_th = 1.875912e+00, time=2025-04-08 16:31:56 
jj1 = 984, max_th = 2.165336e+00, time=2025-04-08 16:33:04 
jj1 = 974, max_th = 2.444068e+00, time=2025-04-08 16:34:19 
jj1 = 978, max_th = 2.152758e+00, time=2025-04-08 16:36:24 
jj1 = 985, max_th = 1.942676e+00, time=2025-04-08 16:36:57 
jj1 = 990, max_th = 2.006500e+00, time=2025-04-08 16:37:37 
jj1 = 973, max_th = 2.538649e+00, time=2025-04-08 16:38:55 
jj1 = 994, max_th = 2.241604e+00, time=2025-04-08 16:39:45 
jj1 = 977, max_th = 1.290739e+00, time=2025-04-08 16:42:39 
jj1 = 929, max_th = 2.128298e+00, time=2025-04-08 16:42:50 
jj1 = 983, max_th = 1.670858e+00, time=2025-04-08 16:43:10 
jj1 = 989, max_th = 1.660287e+00, time=2025-04-08 16:47:41 
jj1 = 999, max_th = 1.597528e+00, time=2025-04-08 16:50:25 
jj1 = 993, max_th = 1.932967e+00, time=2025-04-08 16:50:41 
jj1 = 982, max_th = 2.287954e+00, time=2025-04-08 16:52:29 
jj1 = 981, max_th = 2.935321e+00, time=2025-04-08 16:56:46 
>> >> >> >> >> >> >> >> >> 
